0am Food Checkin,4am Food Checkin,8am Food Checkin,12pm Food Checkin,4pm Food Checkin,8pm Food Checkin,0am Food Truck Checkin,4am Food Truck Checkin,8am Food Truck Checkin,12pm Food Truck Checkin,4pm Food Truck Checkin,8pm Food Truck Checkin,0am No Food Checkin,4am No Food Checkin,8am No Food Checkin,12pm No Food Checkin,4pm No Food Checkin,8pm No Food Checkin,Cater,Credit Card,Delivery,Drive-thru,Food Review,Food Truck Num,Food Truck Review,Food: 1 Price,Food: 2 Price,Food: 3 Price,Food: 4 Price ,Food: 1 Star,Food: 2 Star,Food: 3 Star,Food: 4 Star,Food: 5 Star,Good for Groups,Good for Kids,No Food Review,No Food: 1 Price,No Food: 2 Price,No Food: 3 Price,No Food: 4 Price,No Food: 1 Star,No Food: 2 Star,No Food: 3 Star,No Food: 4 Star,No Food: 5 Star,Noise: Average,Noise: Loud,Noise: Quiet,Outdoor Seating,Parking: Garage,Parking: Lot,Parking: Street,Parking: Valet,Parking: Validated,Reservation,Takeout,Waiter Service,Wi-Fi
2,16,269,254,144,13,0,0,0,0,0,0,9,80,144,131,171,49,4,5,3,0,201,0,0,4,1,0,0,0,0,1,2,2,5,0,279,0,8,2,0,1,0,8,9,18,3,0,2,3,0,4,0,0,0,0,5,2,4
354,635,5810,7724,12336,5184,12,104,1130,534,587,67,309,1238,3959,4215,4676,2286,31,79,11,5,9407,11,667,35,43,2,0,0,6,19,45,13,68,9,3842,33,39,8,0,2,6,24,53,97,62,3,7,54,9,36,25,0,0,0,76,49,65
6,170,1432,1098,1703,404,0,0,2,14,5,0,12,58,277,339,360,89,9,23,2,2,1786,3,26,17,8,0,0,0,1,5,15,6,20,3,414,8,8,1,1,1,5,9,22,23,14,1,8,12,0,18,1,0,0,0,25,11,22
52,134,1646,2779,4640,1167,0,0,8,9,4,4,48,342,2000,2966,2850,660,16,32,4,1,2587,1,10,10,20,2,0,0,0,6,24,2,30,5,1299,6,35,12,0,0,4,19,34,25,25,3,2,26,1,22,4,2,0,0,30,19,26
16,135,609,797,682,151,1,32,156,150,3,2,12,203,423,266,204,79,3,15,0,7,605,3,108,10,4,0,0,0,0,4,9,2,13,1,626,4,4,1,0,2,4,8,16,25,6,0,5,5,0,8,0,0,0,0,14,5,10
14,30,604,951,1562,392,0,1,36,73,34,8,7,306,737,791,669,134,6,22,5,3,1351,2,33,10,13,0,0,0,1,8,13,1,18,2,817,10,21,5,2,0,4,14,27,39,14,1,4,8,0,12,0,0,0,0,22,11,15
53,62,980,1274,1789,506,0,20,115,43,30,4,19,717,1813,1859,1975,437,12,31,4,5,1077,2,26,18,13,0,0,0,3,7,19,2,29,1,954,10,30,4,0,0,9,19,25,21,17,5,7,15,0,20,0,0,0,0,31,13,25
1065,728,7207,9877,17460,9779,6,142,1580,1008,703,112,609,1916,6024,7838,14108,5220,41,119,21,2,14064,23,1088,51,70,4,0,0,6,36,74,13,104,11,6447,37,61,18,2,13,18,43,90,133,76,19,12,85,34,22,59,11,12,0,105,75,99
219,274,3850,6610,9088,2829,0,90,434,328,158,17,195,1958,6292,7077,6962,1485,33,60,6,4,6466,5,202,26,31,3,0,0,1,9,44,6,54,12,3931,25,64,15,3,4,12,45,61,71,45,3,10,38,1,50,1,2,1,0,58,32,52
56,65,1473,2259,3133,957,0,14,128,146,66,9,50,241,1120,1402,1292,515,9,48,2,7,1881,3,140,24,21,0,0,0,1,21,24,2,41,6,1002,16,41,5,1,1,12,35,29,24,33,4,2,15,0,30,1,0,0,0,44,21,31
103,286,4017,6873,11136,3345,0,99,411,257,88,3,199,1313,5733,7305,7132,1852,30,64,3,4,7366,7,164,24,34,4,2,0,2,12,45,8,59,4,4176,21,71,34,4,4,11,37,86,86,40,4,17,41,11,42,2,8,7,0,58,44,51
1071,741,7385,10212,18088,10009,6,142,1583,1013,704,112,604,2003,6648,8298,14394,5270,43,123,23,2,14378,24,1098,52,72,4,0,0,6,36,78,13,107,10,6825,40,64,17,2,13,15,47,96,144,78,19,12,92,35,22,60,11,12,0,109,78,102
63,83,985,1724,2598,940,0,4,102,156,67,10,96,349,1015,1260,1160,641,12,33,3,7,2121,2,67,23,8,1,1,0,2,12,19,2,24,5,1355,13,29,6,0,0,3,12,39,52,20,0,9,10,2,16,1,2,0,0,31,14,26
231,355,4524,7643,11099,3431,0,99,473,383,168,18,175,1469,6456,8285,7942,1583,36,70,5,4,7816,8,228,29,36,4,2,0,1,12,51,8,65,8,4382,21,72,34,5,5,14,43,84,89,50,5,15,49,11,50,1,8,7,0,63,42,57
212,661,5164,6694,9873,4116,4,1,168,173,71,21,353,1530,3094,4218,4352,2134,16,42,4,5,7051,5,140,22,20,0,0,0,4,9,23,8,39,9,3978,34,57,16,5,1,3,30,73,73,27,3,8,23,0,32,4,5,0,0,43,24,33
12,42,1039,1843,2068,504,0,0,1,1,1,0,32,1205,1695,1737,1906,295,17,30,10,6,1891,1,12,16,14,0,0,0,0,11,16,3,28,4,1117,11,33,0,5,4,6,16,38,55,23,1,5,15,0,25,1,0,0,0,30,18,27
197,912,3768,4467,7863,3178,0,4,117,171,92,12,88,1235,2036,2023,3858,868,16,36,6,2,5702,2,103,17,17,1,0,0,1,5,19,11,31,11,1859,12,30,8,1,1,0,15,35,66,26,1,5,18,0,31,2,5,0,0,34,16,30
89,80,1065,1751,1697,712,2,0,6,6,18,7,60,576,1877,2160,2187,547,14,41,5,7,1191,2,40,28,12,1,0,0,1,16,20,4,35,5,1008,19,20,3,0,0,8,29,30,23,21,2,11,13,0,30,0,0,0,0,40,13,27
7,0,80,126,269,71,0,1,2,3,1,1,0,54,170,67,42,14,1,4,0,0,126,1,3,1,3,0,0,0,0,2,2,0,4,0,35,1,0,0,0,1,1,2,1,1,2,1,0,0,0,2,0,0,0,0,4,3,3
12,42,1039,1843,2068,504,0,0,1,1,1,0,32,1205,1695,1737,1906,295,17,30,10,6,1891,1,12,16,14,0,0,0,0,11,16,3,28,4,1117,11,33,0,5,4,6,16,38,55,23,1,5,15,0,25,1,0,0,0,30,18,27
1071,709,7444,10260,18268,10054,6,142,1583,1013,704,112,603,1996,6810,8568,14610,5315,45,123,22,1,14456,24,1098,52,72,4,0,0,6,36,78,13,109,10,6939,41,65,18,2,12,17,48,95,150,78,19,12,90,35,23,60,11,12,0,109,81,102
7,173,1477,1193,1987,473,0,0,2,14,5,0,16,129,487,597,625,148,11,28,4,2,2066,3,26,18,12,0,0,0,1,6,19,6,25,3,666,14,15,1,1,1,6,13,30,27,18,1,9,15,0,22,1,0,0,0,30,15,26
0,1,27,18,7,2,0,0,5,9,0,1,5,20,60,41,30,12,1,1,1,0,8,2,19,1,0,0,0,0,0,1,0,1,1,0,41,3,1,0,0,0,1,2,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0
1093,751,7364,10447,18780,10245,12,206,1687,1047,702,97,617,2440,7901,9492,15393,5497,46,131,22,6,14650,23,1106,55,76,4,0,0,7,40,80,13,114,14,7629,44,70,18,2,14,18,50,105,157,82,19,13,93,36,28,61,11,12,0,116,81,108
157,664,5429,6936,9879,3763,4,1,168,173,71,21,353,1511,2965,4193,4281,2114,17,45,5,5,7247,5,140,26,19,0,0,0,4,10,25,8,41,11,3962,36,56,18,4,1,4,28,74,75,29,3,9,22,0,35,4,5,0,0,46,25,36
1071,746,7445,10341,18287,10053,6,142,1580,1008,703,112,608,2012,6866,8592,14589,5325,44,125,23,2,14552,23,1088,53,73,4,0,0,6,36,79,14,109,10,6975,43,64,17,2,13,16,47,96,149,79,19,13,92,35,24,61,11,12,0,111,80,104
1078,739,7685,10589,18605,10179,6,142,1580,1008,703,112,612,2136,6901,8623,14607,5313,44,126,22,2,14920,23,1088,51,75,4,0,0,6,36,79,14,108,12,6964,41,65,18,2,13,17,45,99,144,79,19,13,92,36,23,62,11,12,0,111,79,105
171,282,3836,6397,11360,3784,0,10,163,222,87,3,114,1356,5336,6749,7015,1519,21,58,3,1,8129,6,143,11,34,10,3,0,0,8,43,8,53,1,3741,14,54,31,5,3,11,28,70,74,39,4,14,44,12,38,2,14,7,0,47,45,46
274,278,1226,1322,3569,1481,0,3,21,24,9,0,106,1061,1815,2123,3690,602,6,32,5,4,1806,2,19,16,13,1,0,0,2,8,17,5,28,4,1003,11,24,1,0,2,3,22,28,39,10,5,9,13,0,21,0,0,0,0,29,16,19
652,186,3587,5868,10002,5171,6,104,634,583,126,48,241,1282,4286,5679,11215,3172,28,78,13,1,8337,15,520,35,44,4,0,0,2,26,50,7,69,8,4530,15,42,10,2,12,13,32,68,83,46,14,8,49,27,13,35,8,10,0,66,47,65
6,13,69,144,136,37,0,1,0,0,3,2,2,12,80,96,40,11,3,10,0,0,188,1,5,9,2,0,0,0,1,3,7,1,7,0,173,6,4,1,0,1,1,1,8,12,5,0,2,3,0,5,0,0,0,0,10,6,6
1088,780,7910,11469,20213,10597,13,207,1746,1106,703,100,539,2452,7903,9703,15116,4946,51,132,22,5,15881,24,1155,55,78,4,0,0,8,35,83,16,115,14,7525,41,73,19,0,15,16,50,107,167,84,18,15,97,35,36,59,11,12,0,117,81,112
1097,896,9012,12293,20521,10679,12,209,1734,1101,744,106,689,2603,8185,8913,12370,5168,59,142,25,6,16100,24,1129,62,80,4,0,0,8,42,87,15,124,13,7804,44,78,19,0,13,16,51,112,171,93,18,15,106,35,42,59,11,12,0,128,80,120
25,11,883,1383,2951,893,0,6,83,91,50,1,6,37,138,200,243,54,1,8,0,0,1321,2,23,1,4,2,1,0,0,0,8,0,7,0,466,0,5,2,0,0,0,2,6,15,5,0,3,8,2,5,0,6,0,0,5,8,8
125,110,1527,2733,3310,1284,2,0,6,6,18,7,63,572,2098,2393,2395,576,17,43,7,6,2133,2,40,31,13,1,0,0,3,13,23,6,38,5,1081,18,21,5,1,1,8,23,34,26,28,2,8,17,0,35,1,1,0,0,44,13,32
4,8,404,640,482,50,2,7,128,146,118,34,14,30,113,109,92,41,3,11,0,1,749,2,158,9,3,0,0,0,0,0,7,5,10,3,247,2,2,2,0,1,2,5,9,9,7,0,2,3,0,8,2,0,0,0,11,4,8
1101,848,8453,11518,19653,10478,12,210,1747,1106,746,107,709,2697,8384,10216,16306,6029,55,140,27,6,15427,25,1146,61,79,4,0,0,8,41,88,13,123,13,8330,46,78,18,1,13,16,51,112,171,91,18,15,105,36,37,60,11,12,0,125,80,116
1101,848,8453,11518,19653,10478,12,210,1747,1106,746,107,713,2697,8383,10213,16310,6072,55,140,27,6,15437,25,1146,62,79,4,0,0,8,41,89,13,124,13,8345,47,79,18,1,13,16,51,113,171,91,18,15,105,36,37,60,11,12,0,126,81,116
0,10,103,262,408,69,1,14,52,8,7,2,7,101,454,463,512,186,4,9,1,1,456,2,26,5,4,0,0,0,1,2,5,1,8,1,292,3,7,1,1,2,0,4,12,17,6,0,1,3,0,5,0,0,0,0,9,4,7
0,0,0,0,0,0,0,0,30,18,15,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,359,5135,7333,13389,7372,6,141,1178,736,392,64,370,1687,4966,5021,7834,2819,38,101,20,1,9991,18,695,48,57,3,0,0,6,34,60,11,91,7,4666,27,51,14,2,12,15,38,81,109,62,17,11,74,29,15,47,11,10,0,93,62,84
1067,744,7375,10200,18092,10005,6,142,1580,1008,703,112,612,2000,6679,8316,14376,5274,42,123,22,2,14381,23,1088,51,72,4,0,0,6,36,76,14,106,10,6814,40,64,18,2,13,17,46,96,140,77,19,12,89,35,22,61,11,12,0,108,79,102
274,162,2038,4636,6655,2393,0,102,424,228,102,17,172,968,3058,4109,3836,1179,29,51,8,3,4766,5,237,28,22,2,0,0,2,9,36,5,45,9,2927,19,53,9,2,3,9,34,55,52,33,5,10,33,0,40,1,4,0,0,48,23,41
1071,746,7445,10341,18287,10053,6,142,1580,1008,703,112,608,2012,6866,8592,14589,5325,44,125,23,2,14552,23,1088,53,73,4,0,0,6,36,79,14,109,10,6975,43,64,17,2,13,16,47,96,149,79,19,13,92,35,24,61,11,12,0,111,80,104
1093,751,7364,10447,18780,10245,12,206,1687,1047,702,97,617,2440,7901,9492,15393,5497,46,131,22,6,14650,23,1106,55,76,4,0,0,7,40,80,13,114,14,7629,44,70,18,2,14,18,50,105,157,82,19,13,93,36,28,61,11,12,0,116,81,108
1097,896,9012,12293,20521,10679,12,209,1734,1101,744,106,689,2603,8185,8913,12370,5168,59,142,25,6,16100,24,1129,62,80,4,0,0,8,42,87,15,124,13,7804,44,78,19,0,13,16,51,112,171,93,18,15,106,35,42,59,11,12,0,128,80,120
156,133,1314,1666,2668,1740,0,67,422,445,51,6,194,200,725,701,1145,679,16,34,8,1,2436,6,220,28,10,0,0,0,0,13,18,10,34,0,1195,13,13,2,2,5,12,18,36,41,24,3,5,18,2,11,11,2,1,0,38,19,28
1071,746,7445,10341,18287,10053,6,142,1580,1008,703,112,608,2012,6866,8592,14589,5325,44,125,23,2,14552,23,1088,53,73,4,0,0,6,36,79,14,109,10,6975,43,64,17,2,13,16,47,96,149,79,19,13,92,35,24,61,11,12,0,111,80,104
1088,780,8069,11635,20321,10610,13,207,1746,1106,703,100,539,2458,8001,9831,15147,4946,52,133,22,5,15990,24,1155,56,78,4,0,0,8,35,84,16,116,15,7625,41,73,19,0,15,16,50,108,168,85,18,15,98,35,37,59,11,12,0,118,81,113
3,30,226,115,131,34,0,0,2,2,1,0,12,92,497,583,781,125,3,4,2,0,252,1,16,1,3,0,0,0,0,2,2,0,3,2,498,4,3,0,1,0,0,4,4,7,2,0,1,1,0,2,1,0,0,0,3,4,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,22,15,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,16,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,698,7249,10074,18043,9997,6,142,1583,1013,704,112,602,1985,6573,8231,14277,5250,43,121,22,1,14225,24,1098,51,71,4,0,0,6,35,77,12,107,10,6735,40,63,16,2,12,17,46,95,141,76,19,12,89,35,21,59,11,12,0,106,79,100
51,106,2337,4723,6995,2267,0,4,94,244,68,5,82,610,3243,5172,5190,1068,22,50,5,1,5225,4,91,15,25,7,3,0,1,6,39,5,50,7,2702,8,57,32,4,1,5,31,64,62,34,3,11,39,13,27,6,11,2,0,42,32,43
12,123,1806,1584,2250,592,0,0,48,64,49,9,14,279,801,796,579,169,14,26,7,1,2028,2,31,12,13,1,0,0,0,5,17,6,24,3,837,8,17,1,4,3,4,9,21,49,18,1,6,17,0,23,1,0,0,0,25,17,23
2648,2357,28289,34048,48942,20198,2,30,399,367,238,46,2530,6414,16104,20313,23214,10081,63,154,17,2,23580,6,83,38,96,17,2,0,3,33,102,19,141,20,10646,45,199,75,27,6,13,82,186,270,105,19,18,121,34,46,75,19,3,0,133,119,129
10,37,931,1987,2879,760,0,4,56,135,2,1,31,469,1872,2547,2322,429,15,26,5,1,2322,4,54,11,13,1,1,0,1,3,22,1,27,3,1555,8,24,9,3,1,2,20,39,52,16,2,8,20,5,16,3,2,1,0,25,14,23
206,133,1398,1698,1958,1054,0,0,25,93,61,19,100,738,1992,2412,2792,1073,17,32,6,2,1794,2,82,21,11,0,0,0,2,5,22,3,31,5,2001,25,31,4,1,3,6,31,45,49,19,1,11,14,0,24,0,0,0,0,32,17,26
387,1138,11337,11150,16918,6308,3,148,1339,1309,990,141,778,2864,4515,4502,6485,3335,35,76,14,3,10882,6,556,26,42,8,0,0,2,14,50,11,67,13,4127,27,84,18,3,2,7,34,73,121,50,4,16,52,5,33,34,4,1,0,66,54,58
0,14,258,350,560,147,4,4,40,27,31,4,12,105,379,421,801,58,4,9,0,1,501,1,14,2,7,0,0,0,0,4,4,1,9,4,392,0,15,3,2,0,2,8,20,24,8,0,0,5,0,8,0,0,0,0,9,7,8
2203,1760,18112,20426,26357,11660,0,0,0,0,0,0,2336,3905,10265,10649,14054,7476,31,82,8,3,11122,1,9,18,53,9,0,0,2,22,54,7,74,8,5870,23,102,25,12,2,11,47,91,129,55,11,10,65,16,26,36,10,2,0,69,64,69
4,26,772,1155,1481,359,0,6,61,138,2,3,24,330,1036,1447,1040,163,12,21,6,1,1469,5,63,11,9,1,0,0,1,2,17,2,21,2,1038,5,17,7,2,1,2,15,33,54,9,1,11,14,0,17,0,1,0,0,21,10,17
1,43,112,97,198,78,0,0,0,0,0,0,7,248,218,282,477,136,2,5,1,0,136,0,0,2,3,0,0,0,0,2,2,1,5,1,182,0,8,0,0,0,1,2,9,6,5,0,0,4,0,3,0,0,0,0,5,2,4
14,149,985,1107,2854,787,0,0,0,0,0,0,33,532,1728,1679,2131,294,7,22,1,0,2242,0,0,5,12,3,2,0,0,4,17,1,20,2,1266,5,23,10,0,0,1,8,26,15,16,1,3,17,0,18,0,2,0,0,18,17,18
51,106,2337,4723,6995,2267,0,6,100,248,68,5,83,626,3273,5286,5271,1115,22,50,5,1,5225,5,95,15,25,7,3,0,1,6,39,5,50,7,2832,9,58,34,5,1,8,36,64,68,34,3,11,39,13,27,6,11,2,0,42,32,43
0,0,3,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,0,1,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1
54,83,1693,2511,4245,1231,0,32,333,237,94,18,56,397,1337,1448,1690,446,18,37,5,1,3006,3,155,7,28,2,0,0,0,7,26,5,36,7,1575,11,59,11,1,1,5,21,39,79,25,3,6,26,2,27,3,0,0,0,35,29,32
57,98,2011,2911,4948,1429,0,32,333,237,94,18,56,506,1556,1575,1748,454,21,46,5,1,3604,3,155,8,36,2,0,0,0,8,32,7,43,8,1643,11,60,13,1,1,5,21,41,85,32,4,7,34,2,35,3,0,0,0,43,37,40
116,493,3963,4921,4644,1424,0,62,233,122,33,5,77,1296,3577,3790,3636,885,29,57,15,5,3674,4,87,35,21,1,0,0,0,15,39,3,54,5,2581,15,52,17,3,2,13,44,64,64,45,5,6,41,0,38,0,0,0,0,56,28,50
32,47,604,1074,1493,514,5,55,380,175,176,29,32,1062,1364,1407,1568,568,8,18,2,3,1114,2,234,6,11,1,0,0,1,8,8,1,17,4,1124,2,22,3,1,0,1,11,28,27,14,1,1,8,0,12,0,1,0,0,17,11,15
105,279,3058,5994,9328,2999,0,7,94,160,73,5,86,631,3549,6153,5593,1251,25,60,2,1,6838,4,98,11,35,11,4,0,0,10,47,4,59,11,3422,11,69,36,5,0,8,43,69,65,47,3,7,51,14,36,6,13,2,0,49,48,54
2647,2357,28265,33992,48798,20170,2,30,399,367,238,46,2533,6374,15904,20127,22843,9916,62,153,17,2,23573,6,83,37,96,17,2,0,3,33,102,18,140,20,10497,45,198,75,27,5,13,81,185,263,104,19,18,120,34,46,75,19,3,0,132,119,128
100,331,2919,3969,3744,1183,0,64,238,125,33,7,44,1174,3736,4575,3561,584,24,45,13,5,2937,5,96,30,15,0,0,0,0,12,29,4,41,4,2344,14,45,15,3,1,11,36,58,72,34,3,8,33,0,31,0,0,0,0,45,21,40
490,1298,10742,10509,16761,6920,3,118,944,944,790,118,759,2548,5336,6491,9597,3703,27,78,15,3,10205,4,495,32,40,5,0,0,3,16,50,10,68,14,4064,32,72,16,3,6,8,42,89,111,49,4,16,49,9,35,24,2,0,0,70,52,56
199,669,3702,3316,4836,2060,1,3,662,917,794,118,212,2232,3179,3010,5085,1001,10,38,7,3,3166,3,488,17,18,1,0,0,1,11,19,7,31,5,1819,23,33,4,2,2,9,30,40,55,18,4,9,19,0,25,0,0,0,0,35,17,24
43,74,1084,1858,2719,789,5,55,380,175,176,29,33,1242,2039,2506,2751,728,18,39,8,8,2232,2,234,16,22,1,0,0,1,17,19,2,37,6,1863,11,44,0,3,2,5,25,60,54,31,1,5,16,0,29,0,1,0,0,38,25,35
24,74,2067,3951,4276,1140,0,6,58,130,69,6,49,508,4032,6087,4717,859,16,33,7,2,3226,5,66,18,12,3,0,0,0,1,28,4,31,3,2897,7,38,18,6,2,7,23,66,86,24,2,7,26,8,18,1,2,0,0,32,22,29
59,116,2063,2968,5217,1494,0,32,333,237,94,18,68,984,2179,2155,2340,578,21,51,5,1,3844,3,155,8,39,4,0,0,0,8,36,8,47,8,2004,11,62,16,1,1,5,21,44,86,36,4,8,37,2,38,3,2,0,0,47,42,44
101,331,3045,4179,4007,1270,0,64,238,125,33,7,45,1179,3589,4072,3566,584,25,48,13,5,3108,5,96,32,16,0,0,0,0,12,32,4,44,4,2361,14,46,15,3,1,11,37,59,73,37,3,8,34,0,33,0,0,0,0,48,23,43
9,255,1980,910,1281,413,0,0,47,63,48,9,18,848,1347,1882,2538,272,4,9,2,0,1083,1,19,4,4,1,0,0,0,1,8,2,9,3,784,5,6,0,2,3,2,8,9,35,4,1,3,8,0,9,0,0,0,0,8,6,9
2624,2020,27673,33597,49005,20253,2,30,399,367,238,46,2532,6494,16253,20522,23719,10191,62,151,15,2,23813,6,83,34,97,17,2,0,3,31,102,18,138,20,10908,43,197,77,27,7,14,85,185,268,104,19,17,119,34,45,75,20,3,0,130,120,128
4,182,1026,601,1194,286,1,2,63,97,50,0,33,1014,1295,1223,3908,552,5,11,3,0,770,1,69,5,5,1,1,0,0,2,9,2,12,2,545,3,10,1,0,0,1,10,6,13,6,0,5,5,1,7,0,1,0,0,10,8,10
7,60,397,246,221,75,0,7,81,150,17,0,77,629,1297,1135,1759,683,0,5,2,0,242,1,106,3,3,0,0,0,2,1,6,0,3,0,613,6,15,1,1,1,3,8,13,23,4,0,1,3,0,3,0,0,0,0,6,2,4
101,334,3065,4225,4039,1274,0,62,233,122,33,5,78,1273,3776,4228,3764,644,26,51,14,5,3136,4,87,33,17,1,0,0,0,12,35,4,47,4,2517,14,47,16,3,2,12,45,59,77,39,3,9,37,0,34,0,0,0,0,50,25,45
0,10,258,351,668,125,0,42,159,80,10,3,0,63,230,286,249,83,5,9,3,0,634,1,67,3,6,0,0,0,0,1,8,0,8,1,383,2,8,1,1,0,1,4,8,20,6,0,3,7,0,7,1,0,0,0,8,7,8
197,666,4865,4098,5642,2188,1,121,955,960,791,118,215,2390,3551,3219,5660,1053,13,38,7,1,3854,3,492,18,18,1,0,0,0,10,22,6,32,6,1908,26,36,3,2,2,8,29,45,50,20,2,10,18,0,25,0,0,0,0,35,19,26
107,473,3757,4629,4442,1366,0,62,233,122,33,5,71,1180,3165,3371,3206,770,27,54,15,5,3565,4,87,32,21,1,0,0,0,14,37,3,52,5,2245,14,46,15,2,2,13,40,53,62,44,4,6,39,0,36,0,0,0,0,53,27,47
79,146,3258,6204,9023,2819,0,11,149,294,75,8,79,539,3652,6720,5556,1203,30,65,6,2,6779,8,157,20,31,11,3,0,1,8,51,5,63,10,3386,11,78,36,5,1,8,45,80,86,47,3,12,52,14,40,6,12,2,0,56,43,58
104,276,3020,5947,9323,2998,0,7,94,160,73,5,86,612,3542,6174,5603,1259,24,59,2,1,6779,4,98,10,35,11,4,0,0,10,46,4,58,11,3425,11,68,37,5,1,8,41,69,60,47,3,6,50,14,35,6,13,2,0,48,47,53
7,16,152,124,150,55,0,7,81,150,17,0,76,510,1075,859,1235,572,0,3,1,0,129,1,106,2,2,0,0,0,1,0,4,0,2,0,539,4,11,4,1,1,1,8,10,19,2,0,0,1,0,2,0,0,0,0,3,1,2
105,262,3451,6540,10133,3185,0,11,148,293,74,8,88,579,3505,6208,5576,1222,30,68,4,2,7364,6,150,17,37,11,3,0,1,11,51,5,66,11,3409,12,75,38,5,1,8,47,77,72,48,4,12,54,14,44,6,12,2,0,59,49,62
8,62,309,325,659,174,0,0,5,6,14,0,3,74,128,202,237,92,3,11,0,1,578,1,16,3,7,1,0,0,0,4,7,0,9,1,147,2,2,4,2,0,1,6,6,6,9,0,1,9,0,7,0,0,0,0,10,8,6
93,142,1134,1289,2286,1071,1,85,66,9,1,2,27,236,834,1391,1429,331,9,23,1,1,1949,1,15,3,14,4,1,0,1,6,14,2,20,4,831,3,27,15,0,1,1,12,32,33,15,1,3,14,3,12,2,6,1,0,17,15,17
10,27,403,952,2221,477,0,87,187,113,42,3,165,497,1462,1926,2197,451,11,19,3,3,1184,2,47,7,12,0,0,0,0,6,12,1,19,3,1153,8,18,4,2,1,4,16,22,31,14,1,3,14,0,12,0,0,0,0,19,10,15
101,334,3065,4225,4039,1274,0,62,233,122,33,5,78,1273,3776,4228,3764,644,26,51,14,5,3136,4,87,33,17,1,0,0,0,12,35,4,47,4,2517,14,47,16,3,2,12,45,59,77,39,3,9,37,0,34,0,0,0,0,50,25,45
84,275,2916,5745,8861,2733,0,5,88,156,73,5,95,635,3617,6217,5699,1292,23,55,2,1,6473,3,94,10,32,10,4,0,0,8,45,3,55,11,3499,11,67,38,5,1,8,40,69,58,45,3,5,47,12,32,6,11,1,0,47,45,49
69,269,2812,5505,8104,2360,0,9,99,163,73,7,81,650,3508,5613,4840,1110,21,51,2,1,5894,5,107,10,30,9,3,0,0,8,42,2,51,10,3148,11,60,29,5,0,9,37,60,56,41,3,6,45,11,29,6,7,1,0,45,42,46
279,1130,6195,4854,6743,2589,1,121,955,960,791,118,212,2142,3855,3599,6150,1458,16,48,9,2,4099,4,496,25,21,1,0,0,1,15,27,6,43,8,2383,28,42,3,2,6,8,35,61,77,26,2,12,24,0,33,2,0,0,0,45,24,32
52,116,2807,5404,7719,2360,0,11,149,294,75,8,55,474,3751,6597,5284,1047,21,47,4,1,5516,8,157,13,25,7,2,0,0,4,39,4,45,8,3204,11,66,32,6,1,8,43,80,91,34,3,8,40,13,27,6,7,2,0,43,35,44
57,102,2035,2948,5160,1453,0,32,333,237,94,18,56,519,1670,1714,1782,456,21,48,5,1,3740,3,155,8,38,2,0,0,0,8,34,7,45,8,1729,11,61,13,1,1,5,21,42,86,34,4,7,35,2,37,3,0,0,0,45,39,41
2649,2031,27744,33685,49188,20312,2,148,698,416,243,46,2533,6518,16324,20605,23905,10198,63,153,15,2,23828,7,102,36,97,17,2,0,3,32,102,19,140,20,10925,43,197,77,27,7,14,85,186,268,105,19,17,120,34,45,75,20,3,0,132,120,129
2612,2014,27604,33478,48830,20168,2,30,399,367,238,46,2492,6172,15550,19930,22716,9762,61,148,15,1,23838,5,79,30,98,17,2,0,2,30,100,18,134,20,10428,40,194,77,27,4,13,80,178,248,101,19,18,116,34,43,75,20,3,0,127,120,128
0,5,17,25,90,32,0,0,0,0,0,0,1,9,71,126,119,31,2,4,0,1,121,0,0,2,2,0,0,0,0,2,2,0,3,1,113,0,3,3,1,0,0,5,9,7,3,0,1,0,0,1,0,0,0,0,4,1,3
10,220,687,606,974,268,1,1,7,6,7,2,2,14,108,129,134,22,6,17,1,2,947,1,17,10,5,0,0,0,2,1,10,4,13,1,286,6,3,2,0,0,4,3,7,15,8,1,5,5,0,10,0,0,0,0,15,8,11
93,143,1140,1293,2373,1088,1,85,66,9,1,2,26,162,828,1440,1460,326,9,24,1,1,2018,1,15,3,14,4,2,0,1,7,14,2,21,4,835,3,27,16,0,1,1,13,33,33,16,1,3,15,3,13,2,7,1,0,17,16,18
2620,2017,27575,33443,48798,20171,2,30,399,367,238,46,2498,6188,15741,20168,22937,9808,61,147,15,1,23770,5,79,29,98,17,2,0,3,30,100,17,134,19,10734,39,196,77,27,6,15,82,179,262,100,19,18,116,34,42,75,20,3,0,126,120,127
40,76,1004,1326,1796,428,0,0,15,24,3,0,193,661,1979,3353,4502,1196,5,19,2,3,971,1,14,10,9,0,0,0,0,6,10,3,18,0,1315,9,20,4,3,2,5,20,22,24,13,1,4,14,1,12,0,1,0,0,16,8,14
